r,damped_rebound,recursive_rebound,saturation_rebound
25.2,1.0,1.0003712070489128,1.0
25.224707846410684,1.013138844009801,1.0010148530778975,1.0027111588984052
25.24941569282137,1.0261325546026026,1.0016575672450014,1.0054089534648607
25.274123539232054,1.0389734885972572,1.0022994174667983,1.0080934495772347
25.29883138564274,1.0516541990061272,1.0029404742720145,1.0107647127886579
25.32353923205342,1.0641674386174198,1.0035808108952184,1.013422808329125
25.348247078464105,1.0765061633861,1.0042205033726699,1.0160678011070885
25.37295492487479,1.0886635356328385,1.00485963064031,1.0186997557110404
25.397662771285475,1.1006329270506596,1.0054982746338774,1.0213187364110932
25.42237061769616,1.1124079215190432,1.0061365203911277,1.0239248071605462
25.447078464106845,1.1239823177254298,1.0067744561561207,1.0265180315974498
25.47178631051753,1.1353501315941985,1.007412173485553,1.0290984730461576
25.496494156928215,1.1465055985233512,1.0080497673570847,1.0316661945188736
25.521202003338896,1.1574431754292678,1.008687336279626,1.0342212587171906
25.54590984974958,1.168157542600056,1.0093249824055266,1.0367637280336217
25.570617696160266,1.1786436053581286,1.009962811644611,1.0392936645531237
25.59532554257095,1.188896495532827,1.010600933780003,1.0418111300546122
25.620033388981636,1.1989115727440034,1.0112394625856596,1.0443161860124723
25.64474123539232,1.2086844254976274,1.0118785159455466,1.0468088935980573
25.669449081803005,1.2182108720946194,1.0125182159743675,1.0492893136811847
25.69415692821369,1.2274869613542252,1.0131586891397546,1.051757506831621
25.71886477462437,1.2365089731533965,1.013800066385825,1.0542135333205607
25.743572621035057,1.2452734187837509,1.014442483257995,1.0566574531221005
25.76828046744574,1.2537770411278004,1.0150860800289383,1.0590893259147005
25.792988313856426,1.2620168146562873,1.0157310018255625,1.0615092110826432
25.81769616026711,1.2699899452485526,1.016377398756881,1.0639171677174837
25.842404006677796,1.2776938698379856,1.0170254260426277,1.0663132546194924
25.86711185308848,1.2851262558847265,1.0176752441424801,1.0686975302990909
25.891819699499166,1.292285000677884,1.018327018885723,1.07107005297828
25.916527545909847,1.2991682304696492,1.0189809216011905,1.073430880592063
25.941235392320532,1.3057742994437902,1.0196371292473112,1.0757800707898593
25.965943238731217,1.3121017885210884,1.020295824542067,1.0781176809369124
25.990651085141902,1.318149504004417,1.0209571960926764,1.0804437681156907
26.015358931552587,1.3239164760662132,1.021621438524793,1.0827583891272812
26.040066777963272,1.3294019570812101,1.0222887526110058,1.0850616004927771
26.064774624373957,1.3346054198073767,1.0229593453984178,1.0873534584546578
26.089482470784642,1.3395265554180944,1.023633430335068,1.0896340189781615
26.114190317195323,1.3441652713886822,1.0243112273949517,1.0919033377526528
26.138898163606008,1.3485216892404692,1.0249929632013859,1.0941614701929834
26.163606010016693,1.3525961421456574,1.0256788711484526,1.096408471440842
26.188313856427378,1.3563891723963384,1.026369191520248,1.0986443963661046
26.213021702838063,1.359901528741042,1.027064171607652,1.1008692995681721
26.237729549248748,1.3631341635923013,1.0277640658223215,1.1030832353773043
26.262437395659433,1.3660882301087498,1.0284691358076041,1.1052862578559468
26.287145242070117,1.3687650791553465,1.0291796505460578,1.1074784208000503
26.311853088480802,1.3711662561453652,1.0298958864632524,1.1096597777403854
26.336560934891484,1.373293497767839,1.0306181275275168,1.1118303819438486
26.36126878130217,1.3751487286042,1.0313466653452914,1.1139902864147646
26.385976627712854,1.3767340576378957,1.0320817992517308,1.1161395438961788
26.41068447412354,1.378051774660813,1.0328238363961995,1.118278206871146
26.435392320534223,1.3791043465803592,1.0335730918222836,1.120406327564013
26.46010016694491,1.3798944136311084,1.0343298885419479,1.1225239579416921
26.484808013355593,1.3804247854949314,1.0350945576034485,1.124631149714931
26.509515859766275,1.3806984373335662,1.035867438152604,1.1267279543395758
26.53422370617696,1.3807185057376095,1.0366488774870317,1.1288144230178276
26.558931552587644,1.3804882845959197,1.037439231102933,1.1308906066994917
26.58363939899833,1.380011220889462,1.0382388627340196,1.1329565560832224
26.608347245409014,1.3792909104136113,1.039048144382158,1.1350123216177617
26.6330550918197,1.3783310934329667,1.0398674563393073,1.13705795350317
26.657762938230384,1.3771356502727188,1.0406971872003223,1.1390935016920527
26.68247078464107,1.3757085968506313,1.0415377338661853,1.1411190158907805
26.707178631051754,1.3740540801536876,1.0423895015372326,1.1431345455607012
26.731886477462435,1.3721763736634602,1.043252903695935,1.1451401399193497
26.75659432387312,1.370079872734249,1.044128362078789,1.1471358479416494
26.781302170283805,1.3677690899280368,1.045016306636879,1.1491217183611067
26.80601001669449,1.3652486503102852,1.0459171754846681,1.1510977996710023
26.830717863105175,1.3625232867105965,1.046831414836568,1.153064140125576
26.85542570951586,1.359597834952235,1.04775947893086,1.1550207877412026
26.880133555926545,1.356477229054498,1.0487018299405138,1.1569677902975672
26.90484140233723,1.353166496411886,1.0496589378704828,1.1589051953388303
26.92954924874791,1.3496707529540162,1.0506312804410332,1.1608330501747885
26.954257095158596,1.3459951982901757,1.0516193429566913,1.162751401882032
26.97896494156928,1.3421451108424007,1.0526236181603819,1.1646602973050912
27.003672787979966,1.3381258429709157,1.0536446060723514,1.1665597830575822
27.02838063439065,1.3339428160957438,1.0546828138134707,1.1684499055233457
27.053088480801335,1.3296015158182568,1.0557387554125253,1.170330710857578
27.07779632721202,1.325107487046391,1.0568129515971076,1.1722022449879594
27.102504173622705,1.320466329127219,1.0579059295677464,1.1740645536157748
27.12721202003339,1.3156836909905083,1.0590182227549125,1.1759176822170303
27.15191986644407,1.3107652663068674,1.0601503705585575,1.1777616760435634
