r,qtet_age_ga,lcdm_age_ga,delta_ga
25.0,61.587405654119195,13.248,48.3394056541192
25.050100200400802,62.05851719358972,13.249104,48.80941319358972
25.100200400801604,62.53485253777111,13.250203592814373,49.284648944956736
25.150300601202403,63.01647153216922,13.251298804780877,49.76517272738835
25.200400801603205,63.503434720787574,13.252389662027833,50.25104505875974
25.250501002004007,63.99580335439468,13.25347619047619,50.74232716391849
25.30060120240481,64.4936393988904,13.254558415841585,51.23908098304881
25.350701402805612,64.99700554377213,13.255636363636365,51.74136918013577
25.400801603206414,65.5059652107023,13.256710059171597,52.249255151530704
25.450901803607213,66.02058256217816,13.257779527559055,52.76280303461911
25.501002004008015,66.54092251030579,13.258844793713164,53.282077716592624
25.551102204408817,67.06705072567878,13.259905882352943,53.807144843325844
25.60120240480962,67.59903364636287,13.260962818003915,54.33807082835895
25.65130260521042,68.13693848698888,13.262015625000002,54.87492286198888
25.701402805611224,68.68083324795367,13.263064327485381,55.41776892046829
25.751503006012022,69.23078672473196,13.264108949416343,55.96667777531562
25.801603206412825,69.786868517299,13.265149514563108,56.52171900273589
25.851703406813627,70.34914903966613,13.266186046511628,57.0829629931545
25.90180360721443,70.91769952953132,13.267218568665378,57.65048096086594
25.95190380761523,71.49259205804407,13.268247104247106,58.22434495379696
26.002004008016034,72.07389953968827,13.269271676300578,58.804627863387694
26.052104208416832,72.66169574228253,13.270292307692308,59.391403434590224
26.102204408817634,73.2560552971015,13.271309021113245,59.98474627598825
26.152304609218437,73.85705370911688,13.272321839080462,60.58473187003642
26.20240480961924,74.4647673673627,13.273330783938816,61.19143658342388
26.25250501002004,75.0792735554235,13.274335877862597,61.8049376775609
26.302605210420843,75.7006504620494,13.275337142857143,62.425313319192256
26.352705410821642,76.32897719189671,13.276334600760457,63.052642591136255
26.402805611222444,76.96433377639947,13.277328273244782,63.68700550315469
26.452905811623246,77.6068011847695,13.278318181818182,64.32848300295132
26.50300601202405,78.25646133512907,13.279304347826088,64.97715698730299
