r,tension
22.0,1.5455216399022986
22.0561122244489,1.546795292057373
22.112224448897795,1.5480657080798146
22.168336673346694,1.5493329043728479
22.22444889779559,1.5505968972152968
22.28056112224449,1.5518577027628397
22.336673346693388,1.5531153370492468
22.392785571142284,1.554369815987605
22.448897795591183,1.5556211553715258
22.505010020040082,1.5568693708763373
22.561122244488978,1.5581144780602645
22.617234468937877,1.5593564923655898
22.673346693386772,1.5605954291198056
22.72945891783567,1.5618313035367468
22.78557114228457,1.5630641307177118
22.841683366733466,1.5642939256525714
22.897795591182366,1.5655207032208611
22.95390781563126,1.5667444781928608
23.01002004008016,1.5679652652306635
23.06613226452906,1.569183078889228
23.122244488977955,1.5703979336174199
23.178356713426854,1.5716098437590413
23.23446893787575,1.5728188235538467
23.29058116232465,1.574024887138546
23.34669338677355,1.5752280485477972
23.402805611222444,1.5764283217151864
23.458917835671343,1.5776257204741946
23.51503006012024,1.5788202585591566
23.571142284569138,1.5800119496062044
23.627254509018037,1.5812008071542016
23.683366733466933,1.5823868446456668
23.739478957915832,1.5835700754276854
23.79559118236473,1.5847505127528099
23.851703406813627,1.5859281697799523
23.907815631262526,1.5871030595752627
23.96392785571142,1.5882751951129996
24.02004008016032,1.5894445892763902
24.076152304609217,1.5906112548584785
24.132264529058116,1.5917752045629667
24.188376753507015,1.5929364510050446
24.24448897795591,1.5940950067122088
24.30060120240481,1.5952508841250759
24.35671342685371,1.5964040955981824
24.412825651302605,1.5975546534007765
24.468937875751504,1.5987025697176034
24.5250501002004,1.5998478566496779
24.5811623246493,1.6009905262150501
24.637274549098198,1.6021305903495626
24.693386773547093,1.6032680609075973
24.749498997995993,1.6044029496628172
24.805611222444888,1.6055352683088953
24.861723446893787,1.6066650284602388
24.917835671342687,1.607792241652704
24.973947895791582,1.608916919344302
25.03006012024048,1.610039072915899
25.08617234468938,1.6111587136719057
25.142284569138276,1.6122758528409618
25.198396793587175,1.6133905015766115
25.25450901803607,1.6145026709579708
25.31062124248497,1.6156123719903894
25.366733466933866,1.6167196156061034
25.422845691382765,1.6178244126648815
25.478957915831664,1.6189267739546642
25.53507014028056,1.6200267101921966
25.59118236472946,1.6211242320236519
25.647294589178358,1.6222193500252509
25.703406813627254,1.6233120747038732
25.759519038076153,1.6244024164976625
25.815631262525052,1.6254903857766234
25.871743486973948,1.626575992843215
25.927855711422847,1.6276592479329353
25.983967935871743,1.6287401612148997
26.04008016032064,1.6298187427924153
26.096192384769537,1.6308950027035458
26.152304609218437,1.6319689509216742
26.208416833667336,1.6330405973560544
26.26452905811623,1.6341099518523623
26.32064128256513,1.6351770241932375
26.37675350701403,1.636241824098821
26.432865731462925,1.6373043612272846
26.488977955911825,1.638364645175359
26.54509018036072,1.639422685478852
26.60120240480962,1.6404784916131643
26.657314629258515,1.6415320729937972
26.713426853707414,1.6425834389768585
26.769539078156313,1.6436325988595588
26.82565130260521,1.6446795618807062
26.881763527054108,1.6457243372211945
26.937875751503007,1.646766934004485
26.993987975951903,1.6478073612970856
27.050100200400802,1.6488456281090242
27.1062124248497,1.6498817433943158
27.162324649298597,1.6509157160514256
27.218436873747496,1.6519475549237292
27.274549098196392,1.6529772687999653
27.33066132264529,1.6540048664146847
27.386773547094187,1.6550303564486954
27.442885771543086,1.656053747529502
27.498997995991985,1.6570750482317418
27.55511022044088,1.658094267077616
27.61122244488978,1.659111412537315
27.66733466933868,1.6601264930294426
27.723446893787575,1.661139516921433
27.779559118236474,1.6621504925299648
27.835671342685373,1.6631594281213709
27.89178356713427,1.6641663319120437
27.947895791583164,1.665171212068837
28.004008016032063,1.6661740767094628
28.060120240480963,1.6671749339028858
28.11623246492986,1.6681737916697117
28.172344689378757,1.6691706579825736
28.228456913827657,1.6701655407665141
28.284569138276552,1.6711584478993624
28.34068136272545,1.6721493872121098
28.39679358717435,1.6731383664892785
28.452905811623246,1.67412539346929
28.509018036072145,1.675110475844829
28.56513026052104,1.6760936212632005
28.62124248496994,1.6770748373266886
28.677354709418836,1.6780541315929085
28.733466933867735,1.6790315115751546
28.789579158316634,1.6800069847427481
28.84569138276553,1.680980558521378
28.90180360721443,1.6819522402934415
28.95791583166333,1.682922037398379
29.014028056112224,1.6838899571330075
29.070140280561123,1.6848560067518485
29.126252505010022,1.6858201934674568
29.182364729458918,1.686782524450741
29.238476953907814,1.6877430068312846
29.294589178356713,1.6887016476976637
29.350701402805612,1.689658454097759
29.406813627254508,1.690613433039069
29.462925851703407,1.691566591489016
29.519038076152306,1.6925179363752518
29.5751503006012,1.6934674745859601
29.6312625250501,1.694415212970156
29.687374749499,1.6953611583379806
29.743486973947896,1.696305317460997
29.799599198396795,1.6972476970724797
29.85571142284569,1.6981883038677033
29.91182364729459,1.6991271445042277
29.967935871743485,1.70006422560218
30.024048096192384,1.7009995537445368
30.080160320641284,1.7019331354773992
30.13627254509018,1.7028649773102693
30.19238476953908,1.703795085716322
30.248496993987978,1.704723467132674
30.304609218436873,1.7056501279606533
30.360721442885772,1.706575074566062
30.41683366733467,1.7074983132794386
30.472945891783567,1.7084198503963202
30.529058116232463,1.7093396921774968
30.585170340681362,1.7102578448492698
30.64128256513026,1.711174314603703
30.697394789579157,1.7120891075988731
30.753507014028056,1.7130022299591183
30.809619238476955,1.7139136877752852
30.86573146292585,1.7148234871049708
30.92184368737475,1.715731633972766
30.97795591182365,1.7166381343704933
31.034068136272545,1.717542994257445
31.09018036072144,1.7184462195606172
31.146292585170343,1.719347816174945
31.20240480961924,1.7202477899635304
31.258517034068134,1.7211461467578735
31.314629258517034,1.7220428923580975
31.370741482965933,1.7229380325331747
31.42685370741483,1.7238315730211478
31.482965931863728,1.7247235195293524
31.539078156312627,1.725613877734634
31.595190380761522,1.7265026532835657
31.65130260521042,1.727389851792663
31.70741482965932,1.7282754788485961
31.763527054108216,1.729159540008402
31.819639278557112,1.7300420407996935
31.87575150300601,1.7309229867208658
31.93186372745491,1.7318023832413019
31.987975951903806,1.7326802358015785
32.0440881763527,1.733556549813665
32.100200400801604,1.7344313306611263
32.1563126252505,1.7353045836993186
32.2124248496994,1.7361763142555895
32.2685370741483,1.737046527629469
32.324649298597194,1.737915229092867
32.38076152304609,1.738782423890261
32.43687374749499,1.7396481172388885
32.49298597194389,1.740512314328935
32.549098196392784,1.7413750203237204
32.605210420841686,1.742236240359884
32.66132264529058,1.7430959795475676
32.71743486973948,1.7439542429705988
32.77354709418837,1.7448110356866697
32.829659318637276,1.7456663627275175
32.88577154308617,1.7465202290991002
32.941883767535074,1.7473726397817733
32.99799599198397,1.7482235997304634
33.054108216432866,1.7490731138748417
33.11022044088176,1.7499211871194955
33.166332665330664,1.7507678243440978
33.22244488977956,1.7516130304035742
33.278557114228455,1.7524568101282731
33.33466933867736,1.753299168324129
33.390781563126254,1.7541401097728275
33.44689378757515,1.7549796392319672
33.503006012024045,1.7558177614352235
33.55911823647295,1.7566544810925062
33.61523046092184,1.7574898028901196
33.671342685370746,1.7583237314909204
33.72745490981964,1.759156271534472
33.78356713426854,1.759987427637202
33.83967935871743,1.7608172043925532
33.89579158316633,1.7616456063711383
33.95190380761523,1.7624726381208888
34.00801603206413,1.7632983041672063
34.06412825651303,1.7641226090131104
34.120240480961925,1.7649455571393862
34.17635270541082,1.7657671530047307
34.23246492985972,1.766587401045897
34.28857715430862,1.7674063056778393
34.344689378757515,1.7682238712938543
34.40080160320641,1.7690401022657227
34.45691382765531,1.7698550029438505
34.51302605210421,1.7706685776574074
34.569138276553105,1.771480830714464
34.625250501002,1.7722917664021307
34.6813627254509,1.7731013889866913
34.7374749498998,1.7739097027137396
34.7935871743487,1.7747167118083111
34.8496993987976,1.7755224204750168
34.90581162324649,1.7763268328981745
34.96192384769539,1.7771299532419385
35.01803607214429,1.7779317856504302
35.07414829659319,1.7787323342478647
35.13026052104208,1.7795316031386792
35.186372745490985,1.7803295964076595
35.24248496993988,1.7811263181200647
35.298597194388776,1.7819217723217506
35.35470941883767,1.7827159630392957
35.410821643286575,1.7835088942801205
35.46693386773547,1.7843005700326096
35.52304609218437,1.7850909942662339
35.57915831663327,1.7858801709316676
35.635270541082164,1.7866681039609085
35.69138276553106,1.787454797267394
35.74749498997996,1.7882402547461191
35.80360721442886,1.7890244802737512
35.859719438877754,1.7898074777087452
35.91583166332666,1.7905892508914572
35.97194388777555,1.7913698036442582
36.02805611222445,1.7921491397716456
36.08416833667334,1.7929272630603543
36.140280561122246,1.793704177279468
36.19639278557114,1.7944798861805276
36.252505010020045,1.7952543934976404
36.30861723446894,1.7960277029475884
36.364729458917836,1.796799818229935
36.42084168336673,1.7975707430271306
36.47695390781563,1.7983404810046189
36.53306613226453,1.799109035810941
36.589178356713425,1.7998764110778387
36.64529058116233,1.800642610420359
36.701402805611224,1.8014076374369539
36.75751503006012,1.802171495709585
36.813627254509015,1.8029341888038204
36.86973947895792,1.8036957202689377
36.92585170340681,1.8044560936380214
36.98196392785571,1.8052153124280619
37.03807615230461,1.8059733801400528
37.09418837675351,1.8067303002590878
37.1503006012024,1.807486076254457
37.2064128256513,1.808240711579742
37.2625250501002,1.8089942096729121
37.3186372745491,1.809746573956415
37.374749498998,1.810497807837273
37.430861723446895,1.811247914707175
37.48697394789579,1.8119968979425676
37.54308617234469,1.8127447609047467
37.59919839679359,1.813491506939948
37.655310621242485,1.814237139379437
37.71142284569138,1.814981661539598
37.76753507014028,1.815725076722022
37.82364729458918,1.8164673882135967
37.879759519038075,1.8172085992865903
37.93587174348697,1.8179487131987413
37.99198396793587,1.8186877331933422
38.04809619238477,1.8194256624993257
38.10420841683367,1.8201625043313499
38.16032064128257,1.8208982618898806
38.21643286573146,1.8216329383612768
38.27254509018036,1.8223665369178716
38.328657314629254,1.823099060718056
38.38476953907816,1.8238305129063594
38.44088176352706,1.8245608966135307
38.496993987975955,1.8252902149566195
38.55310621242485,1.8260184710390548
38.609218436873746,1.8267456679507252
38.66533066132264,1.8274718087680568
38.721442885771545,1.8281968965540918
38.77755511022044,1.8289209343585662
38.83366733466934,1.829643925217986
38.88977955911824,1.8303658721557037
38.945891783567134,1.8310867781819953
39.00200400801603,1.8318066462941347
39.058116232464926,1.8325254794764678
39.11422845691383,1.8332432807004886
39.170340681362724,1.8339600529249105
39.22645290581163,1.8346757990957423
39.28256513026052,1.835390522146358
39.33867735470942,1.8361042249975712
39.394789579158314,1.8368169105577052
39.450901803607216,1.8375285817226648
39.50701402805611,1.8382392413760074
39.563126252505015,1.8389488923890114
39.61923847695391,1.8396575376207474
39.675350701402806,1.8403651799181477
39.7314629258517,1.8410718221160727
39.7875751503006,1.841777467037381
39.8436873747495,1.8424821174929964
39.899799599198396,1.8431857762819752
39.9559118236473,1.8438884461915728
40.012024048096194,1.8445901299973095
40.06813627254509,1.8452908304630375
40.124248496993985,1.8459905503410055
40.18036072144288,1.8466892923719225
40.236472945891784,1.8473870592850243
40.292585170340686,1.8480838537981361
40.34869739478958,1.8487796786177364
40.40480961923848,1.8494745364390195
40.46092184368737,1.8501684299459593
40.51703406813627,1.8508613618113707
40.57314629258517,1.8515533346969713
40.62925851703407,1.852244351253443
40.68537074148297,1.852934414120493
40.741482965931866,1.8536235259269143
40.79759519038076,1.8543116892906453
40.85370741482966,1.8549989068188302
40.90981963927855,1.8556851811078776
40.965931863727455,1.8563705147435206
41.02204408817636,1.8570549103008727
41.078156312625254,1.8577383703444885
41.13426853707415,1.8584208974284209
41.190380761523045,1.8591024940962761
41.24649298597194,1.8597831628812742
41.30260521042084,1.8604629063063023
41.35871743486974,1.8611417268839723
41.41482965931864,1.8618196271166765
41.47094188376754,1.8624966094966422
41.52705410821643,1.8631726765059884
41.58316633266533,1.8638478306167778
41.639278557114224,1.8645220742910737
41.69539078156313,1.865195409980992
41.75150300601202,1.8658678401287556
41.807615230460925,1.8665393671667467
41.86372745490982,1.867209993517561
41.91983967935872,1.8678797215940586
41.97595190380761,1.8685485537994178
42.032064128256515,1.869216492527185
42.08817635270541,1.869883540161327
42.14428857715431,1.8705496990762824
42.20040080160321,1.8712149716370117
42.256513026052104,1.8718793601990478
42.312625250501,1.8725428671085464
42.368737474949896,1.8732054947023353
42.4248496993988,1.873867245307964
42.480961923847694,1.8745281212437521
42.5370741482966,1.8751881248188398
42.59318637274549,1.875847258333234
42.64929859719439,1.8765055240778576
42.705410821643284,1.8771629243345986
42.76152304609218,1.8778194613763541
42.81763527054108,1.878475137467081
42.873747494989985,1.8791299548618405
42.92985971943888,1.8797839158068461
42.985971943887776,1.8804370225395086
43.04208416833667,1.8810892772884829
43.09819639278557,1.8817406822737137
43.15430861723447,1.8823912397064801
43.210420841683366,1.883040951789441
43.26653306613227,1.8836898207166801
43.322645290581164,1.8843378486737503
43.37875751503006,1.884985037837717
43.434869739478955,1.8856313903772033
43.49098196392785,1.8862769084524331
43.547094188376754,1.8869215942152742
43.60320641282566,1.8875654498092809
43.65931863727455,1.888208477369738
43.71543086172345,1.8888506790237023
43.77154308617234,1.889492056890045
43.82765531062124,1.8901326130794944
43.88376753507014,1.890772349694676
43.93987975951904,1.8914112688301559
43.99599198396794,1.8920493725724798
44.052104208416836,1.892686663000216
44.10821643286573,1.8933231421839942
44.16432865731463,1.8939588121865474
44.22044088176352,1.8945936750627508
44.276553106212425,1.8952277328596623
44.33266533066133,1.895860987616562
44.388777555110224,1.8964934413649912
44.44488977955912,1.8971250961287922
44.501002004008015,1.8977559539241466
44.55711422845691,1.8983860167596145
44.61322645290581,1.8990152866361718
44.66933867735471,1.899643765547249
44.72545090180361,1.9002714554787694
44.78156312625251,1.9008983584091865
44.8376753507014,1.901524476309521
44.8937875751503,1.9021498111433983
44.949899799599194,1.902774364867086
45.0060120240481,1.9033981394295298
45.06212424849699,1.9040211367723898
45.118236472945895,1.9046433588300782
45.17434869739479,1.9052648075297929
45.23046092184369,1.9058854847915567
45.28657314629258,1.9065053925282494
45.342685370741485,1.9071245326456459
45.39879759519038,1.907742907042449
45.45490981963928,1.9083605176103269
45.51102204408818,1.9089773662339453
45.567134268537075,1.909593454791004
45.62324649298597,1.9102087851522707
45.679358717434866,1.9108233591816135
45.73547094188377,1.9114371787360371
45.791583166332664,1.9120502456657147
45.84769539078157,1.912662561814023
45.90380761523046,1.9132741290175737
45.95991983967936,1.913884949106248
46.016032064128254,1.9144950239032288
46.07214428857715,1.9151043552250335
46.12825651302605,1.9157129448815464
46.184368737474955,1.916320794676051
46.24048096192385,1.9169279064052618
46.296593186372746,1.9175342818593568
46.35270541082164,1.9181399228220084
46.40881763527054,1.9187448310704156
46.46492985971944,1.919349008375335
46.521042084168336,1.9199524565011112
46.57715430861724,1.9205551772057095
46.633266533066134,1.9211571722407437
46.68937875751503,1.9217584433515102
46.745490981963925,1.9223589922770157
46.80160320641282,1.9229588207500086
46.857715430861724,1.9235579304970087
46.91382765531063,1.9241563232383367
46.96993987975952,1.9247540006881438
47.02605210420842,1.9253509645544427
47.08216432865731,1.9259472165391343
47.13827655310621,1.926542758338039
47.19438877755511,1.927137591640925
47.25050100200401,1.9277317181315357
47.30661322645291,1.9283251394876209
47.362725450901806,1.9289178573809629
47.4188376753507,1.929509873477406
47.4749498997996,1.9301011894368847
47.53106212424849,1.9306918069134498
47.587174348697395,1.9312817275552996
47.64328657314629,1.9318709530048033
47.699398797595194,1.9324594848985321
47.75551102204409,1.9330473248672844
47.811623246492985,1.9336344745361134
47.86773547094188,1.934220935524354
47.92384769539078,1.9348067094456507
47.97995991983968,1.935391797907982
48.03607214428858,1.935976202513689
48.09218436873748,1.9365599248595
48.14829659318637,1.9371429665365583
48.20440881763527,1.9377253291304473
48.260521042084164,1.9383070142212164
48.31663326653307,1.9388880233834074
48.37274549098196,1.9394683581860783
48.428857715430865,1.9400480201928314
48.48496993987976,1.9406270109618362
48.54108216432866,1.9412053320458558
48.59719438877755,1.9417829849922714
48.65330661322645,1.942359971343108
48.70941883767535,1.942936292635057
48.76553106212425,1.9435119503995033
48.82164328657315,1.9440869461625483
48.877755511022045,1.9446612814450341
48.93386773547094,1.9452349577625685
48.989979959919836,1.9458079766255483
49.04609218436874,1.946380339539183
49.102204408817634,1.946952048003519
49.15831663326654,1.9475231035134637
49.21442885771543,1.948093507558807
49.27054108216433,1.9486632616242472
49.326653306613224,1.9492323671894118
49.38276553106212,1.949800825728883
49.43887775551102,1.950368638712218
49.494989979959925,1.950935807603974
49.55110220440882,1.951502333863729
49.607214428857716,1.952068218946106
49.66332665330661,1.9526334643007945
49.71943887775551,1.953198071372573
49.77555110220441,1.9537620416013313
49.831663326653306,1.954325376422092
49.88777555110221,1.954888077265033
49.943887775551104,1.955450145555509
50.0,1.956011582714073
