r,qtet_age_ga,lcdm_age_ga,delta_ga
1.0,0.0,0.0,0.0
1.028056112224449,0.0006709803481783,0.3766081871345029,-0.3759372067863246
1.056112224448898,0.0010968035093589,0.7332068311195458,-0.7321100276101868
1.0841683366733468,0.0012956774493402,1.071349353049909,-1.0700536756005687
1.1122244488977957,0.0012847778317394,1.3924324324324335,-1.3911476546006942
1.1402805611222444,0.0010803483517645,1.697715289982424,-1.6966349416306594
1.168336673346693,0.0006977882411745,1.9883361921097769,-1.987638403868602
1.1963927855711425,0.0001517287666895,2.265326633165829,-2.26517490439914
1.2244488977955912,-0.0005438997503379,2.52962356792144,-2.530167467671778
1.25250501002004,-0.0013758091062027,2.78208,-2.783455809106203
1.280561122244489,-0.0023313014905427,3.023474178403757,-3.0258054798942995
1.308617234468938,-0.0033982239407431,3.254517611026035,-3.257915834966778
1.3366733466933869,-0.0045649281863283,3.475862068965516,-3.4804269971518447
1.3647294589178358,-0.005820235207967,3.688105726872248,-3.693925962080215
1.3927855711422843,-0.0071534039305761,3.891798561151079,-3.898951965081655
1.4208416833667334,-0.0085541035497124,4.0874471086036674,-4.09600121215338
1.4488977955911824,-0.0100123890576407,4.27551867219917,-4.285531061256811
1.4769539078156313,-0.0115186795923441,4.456445047489823,-4.467963727082167
1.5050100200400802,-0.0130637392810357,4.630625832223703,-4.643689571504738
1.533066132264529,-0.0146386602908762,4.79843137254902,-4.813070032839896
1.561122244488978,-0.0162348478347655,4.960205391527601,-4.976440239362367
1.5891783567134268,-0.017844006910227,5.116267339218159,-5.134111346128386
1.6172344689378757,-0.0194581305753237,5.266914498141264,-5.286372628716588
1.6452905811623246,-0.0210694895879061,5.4124238733252135,-5.43349336291312
1.6733466933867736,-0.0226706232538223,5.553053892215569,-5.575724515469392
1.7014028056112225,-0.0242543313464969,5.68904593639576,-5.713300267742257
1.7294589178356714,-0.0258136669748662,5.820625724217846,-5.846439391192712
1.7575150300601203,-0.0273419302893793,5.948004561003422,-5.975346491292801
1.785571142284569,-0.0288326629268995,6.071380471380472,-6.100213134307372
1.8136272545090184,-0.0302796431050945,6.190939226519339,-6.221218869624433
1.8416833667334669,-0.031676881285482,6.306855277475517,-6.338532158760999
1.869739478957916,-0.0330186163318659,6.419292604501607,-6.452311220833473
1.8977955911823647,-0.0342993120975816,6.528405491024288,-6.5627048031218695
1.9258517034068137,-0.0355136543809118,6.6343392299687824,-6.669852884349695
1.9539078156312624,-0.0366565481933068,6.737230769230769,-6.773887317424076
1.9819639278557115,-0.0377231152897587,6.837209302325581,-6.87493241761534
2.0100200400801604,-0.0387086919148969,6.934396809571287,-6.973105501486184
2.038076152304609,-0.039608826722162,7.028908554572272,-7.068517381294434
2.066132264529058,-0.0404192788268321,7.120853540252183,-7.161272819079015
2.094188376753507,-0.0411360159567659,7.210334928229664,-7.251470944186431
2.122244488977956,-0.0417552126675356,7.297450424929179,-7.339205637596715
2.150300601202405,-0.0422732485911804,7.382292637465052,-7.424565886056232
2.1783567134268536,-0.0426867066901562,7.464949402023919,-7.507636108714075
2.2064128256513027,-0.0429923714902087,7.545504087193461,-7.58849645868367
2.2344689378757514,-0.0431872272678851,7.624035874439461,-7.667223101707346
2.262525050100201,-0.0432684561702445,7.700620017714793,-7.743888473885037
2.2905811623246493,-0.0432334362460388,7.775328083989502,-7.818561520235541
2.318637274549098,-0.0430797393692444,7.848228176318063,-7.891307915687308
2.346693386773547,-0.042805129037328,7.91938514090521,-7.962190269942538
2.3747494989979963,-0.0424075580280549,7.988860759493673,-8.031268317521729
2.402805611222445,-0.0418851658999906,8.056713928273561,-8.098599094173553
2.4308617234468937,-0.0412362763231293,8.12300082440231,-8.164237100725439
2.458917835671343,-0.0404593942273041,8.187775061124695,-8.228234455351998
2.4869739478957915,-0.0395532027572059,8.251087832393232,-8.290641035150438
2.5150300601202407,-0.0385165600239629,8.312988047808766,-8.351504607832728
2.5430861723446894,-0.0373484956443203,8.373522458628841,-8.410870954273161
2.571142284569138,-0.0360482070595118,8.43273577552611,-8.468783982585622
2.599198396793587,-0.0346150556269337,8.490670778720125,-8.525285834347057
2.6272545090180364,-0.0330485624787243,8.547368421052632,-8.580416983531356
2.655310621242485,-0.0313484041423215,8.6028679245283,-8.634216328670622
2.6833667334669338,-0.0295144079190118,8.657206870799104,-8.686721278718116
2.7114228456913825,-0.0275465470174122,8.71042128603104,-8.737967833048453
2.739478957915832,-0.0254449354397287,8.762545720555963,-8.787990655995692
2.7675350701402808,-0.0232098226195233,8.813613323678494,-8.836823146298018
2.795591182364729,-0.0208415878105935,8.863655913978494,-8.884497501789088
2.823647294589178,-0.018340734227422,8.912704045422286,-8.931044779649708
2.8517034068136278,-0.0157078829384939,8.96078706957133,-8.976494952509825
2.8797595190380765,-0.0129437665146073,9.00793319415449,-9.020876960669096
2.907815631262525,-0.0100492224351089,9.054169538249484,-9.064218760684591
2.935871743486974,-0.0070251862557861,9.099522184300342,-9.106547370556129
2.9639278557114226,-0.0038726845429283,9.144016227180527,-9.147888911723456
2.991983967935872,-0.0005928275788341,9.187675820495649,-9.188268648074482
3.020040080160321,0.002813198155204,9.230524220305243,-9.22771102215004
3.0480961923847696,0.006344137711672,9.27258382642998,-9.266239688718308
3.0761523046092183,0.0099986756178789,9.313876221498372,-9.303877545880493
3.1042084168336674,0.0137754440170846,9.35442220787605,-9.340646763858963
3.132264529058116,0.0176730310008374,9.394241842610365,-9.376568811609529
3.1603206412825653,0.0216899891229806,9.433354470513631,-9.411664481390652
3.188376753507014,0.0258248440851399,9.471778755499686,-9.445953911414549
3.216432865731463,0.0300761035828734,9.509532710280377,-9.479456606697502
3.244488977955912,0.0344422663010607,9.546633724521309,-9.512191458220247
3.2725450901803605,0.0389218310465201,9.583098591549296,-9.544176760502776
3.3006012024048097,0.0435133060052799,9.618943533697632,-9.575430227692353
3.3286573146292584,0.0482152181113891,9.654184226369656,-9.605969008258269
3.3567134268537075,0.05302612251364,9.688835820895523,-9.635809698381884
3.3847695390781563,0.0579446121260789,9.722912966252222,-9.664968354126144
3.4128256513026054,0.0629693272477243,9.756429829712271,-9.693460502464548
3.440881763527054,0.0680989652364675,9.789400116482236,-9.721301151245768
3.468937875751503,0.0733322902217267,9.821837088388214,-9.748504798166488
3.496993987975952,0.0786681428400429,9.853753581661891,-9.775085438821849
3.5250501002004007,0.0841054499774535,9.885162023877204,-9.80105657389975
