r,qtet_age_ga,lcdm_age_ga,delta_ga
1.0,0.0,0.0,0.0
1.028056112224449,0.0006709803481783883,0.37660818713450295,-0.3759372067863246
1.0561122244488979,0.0010968035093589447,0.7332068311195458,-0.7321100276101868
1.0841683366733468,0.0012956774493402383,1.071349353049909,-1.0700536756005687
1.1122244488977957,0.0012847778317394015,1.3924324324324335,-1.3911476546006942
1.1402805611222444,0.0010803483517645366,1.697715289982424,-1.6966349416306594
1.1683366733466933,0.0006977882411745649,1.9883361921097766,-1.9876384038686021
1.1963927855711423,0.0001517287666895654,2.2653266331658295,-2.26517490439914
1.2244488977955912,-0.0005438997503379229,2.52962356792144,-2.530167467671778
1.25250501002004,-0.0013758091062027946,2.78208,-2.783455809106203
1.280561122244489,-0.002331301490542765,3.023474178403757,-3.0258054798942995
1.308617234468938,-0.003398223940743106,3.254517611026035,-3.257915834966778
1.3366733466933867,-0.004564928186328397,3.475862068965516,-3.4804269971518447
1.3647294589178358,-0.005820235207967046,3.688105726872248,-3.693925962080215
1.3927855711422845,-0.007153403930576134,3.8917985611510786,-3.898951965081655
1.4208416833667334,-0.008554103549712474,4.0874471086036674,-4.0960012121533795
1.4488977955911824,-0.010012389057640776,4.27551867219917,-4.285531061256811
1.4769539078156313,-0.011518679592344119,4.456445047489823,-4.467963727082167
1.5050100200400802,-0.013063739281035729,4.630625832223703,-4.643689571504738
1.533066132264529,-0.01463866029087621,4.79843137254902,-4.813070032839896
1.561122244488978,-0.01623484783476557,4.960205391527601,-4.976440239362367
1.5891783567134268,-0.01784400691022701,5.116267339218159,-5.134111346128386
1.6172344689378757,-0.01945813057532379,5.266914498141264,-5.286372628716588
1.6452905811623246,-0.021069489587906148,5.4124238733252135,-5.4334933629131195
1.6733466933867736,-0.02267062325382231,5.553053892215569,-5.575724515469392
1.7014028056112225,-0.024254331346496925,5.68904593639576,-5.713300267742257
1.7294589178356714,-0.02581366697486622,5.820625724217846,-5.846439391192712
1.7575150300601203,-0.027341930289379347,5.948004561003422,-5.975346491292801
1.785571142284569,-0.028832662926899594,6.071380471380472,-6.1002131343073716
1.8136272545090182,-0.030279643105094504,6.190939226519339,-6.221218869624433
1.8416833667334669,-0.03167688128548207,6.306855277475517,-6.338532158760999
1.8697394789579158,-0.03301861633186591,6.419292604501607,-6.452311220833473
1.8977955911823647,-0.0342993120975816,6.528405491024288,-6.5627048031218695
1.9258517034068137,-0.03551365438091185,6.6343392299687824,-6.6698528843496945
1.9539078156312626,-0.036656548193306895,6.737230769230769,-6.773887317424076
1.9819639278557113,-0.03772311528975879,6.837209302325581,-6.87493241761534
2.0100200400801604,-0.03870869191489695,6.934396809571287,-6.973105501486184
2.038076152304609,-0.03960882672216205,7.028908554572272,-7.068517381294434
2.066132264529058,-0.04041927882683214,7.120853540252183,-7.161272819079015
2.094188376753507,-0.04113601595676598,7.210334928229664,-7.251470944186431
2.122244488977956,-0.04175521266753564,7.297450424929179,-7.339205637596715
2.150300601202405,-0.04227324859118042,7.382292637465052,-7.424565886056232
2.1783567134268536,-0.042686706690156284,7.464949402023919,-7.507636108714075
2.2064128256513027,-0.04299237149020872,7.5455040871934616,-7.58849645868367
2.2344689378757514,-0.04318722726788515,7.624035874439461,-7.6672231017073464
2.2625250501002006,-0.04326845617024454,7.700620017714793,-7.743888473885037
2.2905811623246493,-0.04323343624603889,7.775328083989502,-7.818561520235541
2.318637274549098,-0.04307973936924443,7.848228176318063,-7.891307915687308
2.346693386773547,-0.04280512903732803,7.91938514090521,-7.962190269942538
2.3747494989979963,-0.042407558028054966,7.988860759493673,-8.031268317521729
2.402805611222445,-0.04188516589999068,8.056713928273561,-8.098599094173553
2.4308617234468937,-0.04123627632312933,8.12300082440231,-8.164237100725439
2.458917835671343,-0.04045939422730412,8.187775061124695,-8.228234455351998
2.4869739478957915,-0.03955320275720596,8.251087832393232,-8.290641035150438
2.5150300601202407,-0.03851656002396292,8.312988047808766,-8.351504607832728
2.5430861723446894,-0.037348495644320315,8.373522458628841,-8.410870954273161
2.571142284569138,-0.03604820705951188,8.43273577552611,-8.468783982585622
2.599198396793587,-0.03461505562693374,8.490670778720125,-8.525285834347057
2.6272545090180364,-0.033048562478724355,8.547368421052632,-8.580416983531356
2.655310621242485,-0.03134840414232152,8.6028679245283,-8.634216328670622
2.6833667334669338,-0.029514407919011824,8.657206870799104,-8.686721278718116
2.7114228456913825,-0.02754654701741227,8.71042128603104,-8.737967833048453
2.7394789579158316,-0.025444935439728738,8.762545720555963,-8.787990655995692
2.7675350701402808,-0.023209822619523313,8.813613323678494,-8.836823146298018
2.7955911823647295,-0.020841587810593587,8.863655913978494,-8.884497501789088
2.823647294589178,-0.01834073422742203,8.912704045422286,-8.931044779649708
2.8517034068136273,-0.01570788293849394,8.96078706957133,-8.976494952509825
2.8797595190380765,-0.012943766514607366,9.00793319415449,-9.020876960669097
2.907815631262525,-0.010049222435108945,9.054169538249484,-9.064218760684593
2.935871743486974,-0.007025186255786197,9.099522184300342,-9.106547370556129
2.9639278557114226,-0.003872684542928384,9.144016227180527,-9.147888911723456
2.9919839679358717,-0.0005928275788341028,9.187675820495647,-9.188268648074482
3.020040080160321,0.002813198155204033,9.230524220305243,-9.22771102215004
3.0480961923847696,0.006344137711672006,9.27258382642998,-9.266239688718308
3.0761523046092183,0.009998675617878927,9.313876221498372,-9.303877545880493
3.1042084168336674,0.013775444017084693,9.35442220787605,-9.340646763858965
3.132264529058116,0.01767303100083746,9.394241842610365,-9.376568811609527
3.1603206412825653,0.021689989122980688,9.433354470513633,-9.411664481390652
3.188376753507014,0.025824844085139922,9.471778755499686,-9.445953911414547
3.216432865731463,0.030076103582873437,9.509532710280375,-9.479456606697502
3.244488977955912,0.034442266301060745,9.546633724521309,-9.512191458220247
3.2725450901803605,0.03892183104652018,9.583098591549296,-9.544176760502776
3.3006012024048097,0.04351330600527993,9.618943533697633,-9.575430227692353
3.3286573146292584,0.04821521811138915,9.654184226369656,-9.605969008258267
3.3567134268537075,0.053026122513640014,9.688835820895523,-9.635809698381884
3.3847695390781563,0.057944612126078904,9.722912966252222,-9.664968354126144
3.4128256513026054,0.0629693272477243,9.756429829712273,-9.693460502464548
3.440881763527054,0.06809896523646751,9.789400116482236,-9.721301151245768
3.468937875751503,0.07333229022172674,9.821837088388214,-9.748504798166488
3.496993987975952,0.07866814284004292,9.853753581661891,-9.775085438821849
3.5250501002004007,0.08410544997745353,9.885162023877204,-9.80105657389975
3.55310621242485,0.089643234502165,9.916074450084603,-9.826431215582437
3.5811623246492985,0.09528062497074824,9.946502518186906,-9.851221893216158
3.6092184368737477,0.10101686529083256,9.976457523598002,-9.87544065830717
3.6372745490981964,0.1068513243230417,10.005950413223141,-9.8990990889001
3.6653306613226455,0.11278350540473082,10.034991798797158,-9.922208293392426
3.693386773547094,0.11881305577792063,10.063591969614759,-9.944778913836839
3.721442885771543,0.12493977590370767,10.091760904684977,-9.96682112878127
3.749498997995992,0.13116362864533715,10.119508284339926,-9.988344655694588
3.7775551102204408,0.13748474830207613,10.146843501326261,-10.009358753024184
3.80561122244489,0.14390344947600714,10.173775671406004,-10.029872221929997
3.8336673346693386,0.1504202357538813,10.200313643491898,-10.049893407738017
3.8617234468937878,0.15703580818622787,10.226466009340946,-10.069430201154718
3.8897795591182365,0.16375107354600757,10.25224111282844,-10.088490039282432
3.9178356713426856,0.17056715234922978,10.27764705882353,-10.107079906474299
3.9458917835671343,0.17748538662011448,10.302691721686136,-10.125206335066022
3.973947895791583,0.18450734738358948,10.327382753403933,-10.142875406020343
4.002004008016032,0.19163484186814522,10.35172759138708,-10.160092749518935
4.030060120240481,0.1988699204023528,10.375733465937344,-10.17686354553499
4.05811623246493,0.20621488298865545,10.39940740740741,-10.193192524418754
4.086172344689379,0.21367228553839998,10.422756253065227,-10.209083967526826
4.114228456913828,0.22124494575244863,10.445786653677548,-10.224541707925098
4.142284569138276,0.22893594863213776,10.468505079825835,-10.239569131193697
4.170340681362726,0.23674865160580189,10.490917827967325,-10.254169176361522
4.198396793587174,0.24468668925655962,10.513031026252984,-10.268344336996424
4.226452905811623,0.252753977637595,10.534850640113799,-10.282096662476205
4.254509018036073,0.26095471816170085,10.556382477626002,-10.295427759464301
4.2825651302605205,0.2692934010524487,10.577632194665417,-10.308338793612968
4.31062124248497,0.27777480834496227,10.59860529986053,-10.320830491515569
4.338677354709419,0.2864040164249044,10.61930715935335,-10.332903142928444
4.3667334669338675,0.29518639809498254,10.639743001376779,-10.344556603281797
4.394789579158317,0.3041276241589548,10.659917920656635,-10.35579029649768
4.422845691382765,0.31323366451386037,10.679836882646125,-10.366603218132264
4.4509018036072145,0.3225107887419518,10.699504727600182,-10.37699393885823
4.478957915831663,0.3319655661945655,10.718926174496644,-10.38696060830208
4.507014028056112,0.34160486556099107,10.738105824811027,-10.396500959250037
4.5350701402805615,0.35143585391619603,10.757048166151128,-10.40561231223493
4.56312625250501,0.3614659952421154,10.775757575757577,-10.414291580515462
4.591182364729459,0.3717030484180727,10.794238323876037,-10.422535275457964
4.619238476953908,0.3821550646767624,10.81249457700651,-10.430339512329747
4.647294589178356,0.392830384523127,10.83053040103493,-10.437700016511803
4.675350701402806,0.40373763411435304,10.848349764252037,-10.444612130137683
4.703406813627255,0.4148857211001271,10.865956540264168,-10.451070819164041
4.731462925851703,0.4262838299232233,10.883354510800508,-10.457070680877285
